date,time,race,type,location
11/2/20,04:11:45,hispanic/latino(a),1 Moving,MACE BL
11/6/20,01:51:46,white,2 Equipment,RICHARDS BL
11/6/20,23:30:23,hispanic/latino(a),1 Moving,W COVELL BL
11/7/20,23:14:12,white,1 Moving,F ST
11/7/20,19:52:10,white,1 Moving,SYCAMORE LN
11/7/20,04:57:37,hispanic/latino(a),1 Moving,RUSSELL BL
11/7/20,22:53:47,white,1 Moving,5TH ST
11/7/20,23:43:17,white,1 Moving,W COVELL BL
11/7/20,20:07:23,middle eastern or south asian,1 Moving,RUSSELL BL
11/7/20,20:16:37,asian,1 Moving,COWELL BL
11/7/20,13:01:33,white,1 Moving,5TH ST
11/7/20,23:58:13,asian,1 Moving,F ST
11/8/20,21:13:35,white,2 Equipment,SHASTA DR
11/8/20,20:36:00,white,1 Moving,5TH ST
11/9/20,05:56:58,hispanic/latino(a),1 Moving,MACE BL
11/9/20,06:08:09,hispanic/latino(a),1 Moving,MACE BL
11/9/20,04:10:57,hispanic/latino(a),1 Moving,E COVELL BL
11/9/20,06:13:59,hispanic/latino(a),1 Moving,E COVELL BL
11/9/20,00:59:34,hispanic/latino(a),1 Moving,I 80 E
11/10/20,23:10:40,white,2 Equipment,COWELL BL
11/13/20,20:39:48,white,1 Moving,ARLINGTON BL
11/13/20,23:02:43,white,1 Moving,NORTHFIELD CT
11/14/20,01:14:40,white,2 Equipment,2ND ST
11/14/20,02:27:18,mixed,2 Equipment,OXFORD CI
11/14/20,02:43:24,white,2 Equipment,SUNSET CT
11/14/20,00:06:40,white,1 Moving,RICHARDS BL
11/14/20,22:43:04,white,2 Equipment,COWELL BL
11/14/20,01:23:47,hispanic/latino(a),2 Equipment,5TH ST
11/14/20,23:05:26,white,2 Equipment,2ND ST
11/14/20,22:30:01,black/african american,1 Moving,W COVELL BL
11/14/20,21:02:40,white,1 Moving,HANOVER DR
11/14/20,01:51:00,white,1 Moving,ORCHARD PARK DR
11/14/20,01:23:47,hispanic/latino(a),2 Equipment,5TH ST
11/14/20,05:33:00,white,1 Moving,L ST
11/14/20,00:39:45,hispanic/latino(a),2 Equipment,CHILES RD
11/14/20,20:52:11,white,2 Equipment,MACE BL
11/15/20,00:30:10,hispanic/latino(a),1 Moving,W COVELL BL
11/15/20,22:06:42,hispanic/latino(a),1 Moving,ANDERSON RD
11/15/20,20:33:00,mixed,2 Equipment,5TH ST
11/15/20,21:23:16,hispanic/latino(a),1 Moving,MARINA CI
11/16/20,00:27:46,white,2 Equipment,LYNDELL TR
11/16/20,22:27:58,asian,1 Moving,RUSSELL BL
11/17/20,00:56:42,white,2 Equipment,RUSSELL BL
11/19/20,22:21:04,white,1 Moving,W COVELL BL
11/21/20,18:32:59,hispanic/latino(a),3 Non-Moving,5TH ST
11/21/20,18:32:59,hispanic/latino(a),1 Moving,5TH ST
11/22/20,20:55:40,white,2 Equipment,E 8TH ST
11/24/20,18:24:40,white,1 Moving,2ND ST
11/26/20,05:17:31,white,2 Equipment,W OLIVE DR
11/26/20,16:24:32,white,1 Moving,CANTRILL DR
11/29/20,23:03:10,asian,1 Moving,POLE LINE RD
11/30/20,03:24:42,white,3 Non-Moving,COWELL BL
11/30/20,02:00:14,white,1 Moving,E 8TH ST
12/1/20,04:14:36,mixed,2 Equipment,5TH ST
12/1/20,06:08:40,hispanic/latino(a),1 Moving,RESEARCH PARK DR
12/1/20,06:02:46,white,1 Moving,RICHARDS BL
12/2/20,06:00:01,white,1 Moving,2ND ST
12/2/20,06:12:46,white,1 Moving,2ND ST
12/4/20,02:59:15,white,2 Equipment,F ST
12/4/20,02:59:15,hispanic/latino(a),2 Equipment,F ST
12/5/20,23:40:14,white,1 Moving,ANDERSON RD
12/5/20,00:28:01,hispanic/latino(a),1 Moving,F ST
12/5/20,03:44:00,asian,1 Moving,J ST
12/6/20,02:00:50,asian,1 Moving,A ST
12/6/20,21:07:52,hispanic/latino(a),1 Moving,POLE LINE RD
12/6/20,03:45:31,white,1 Moving,POLE LINE RD
12/6/20,01:28:51,white,1 Moving,E COVELL BL
12/7/20,00:39:47,white,2 Equipment,E COVELL BL
12/10/20,23:41:45,white,1 Moving,MACE BL
12/11/20,21:54:40,black/african american,1 Moving,B ST
12/12/20,22:00:46,middle eastern or south asian,1 Moving,2ND ST
12/12/20,20:02:11,white,1 Moving,UNIVERSITY AV
12/12/20,01:42:19,white,1 Moving,2ND ST
12/12/20,04:22:07,white,1 Moving,I 80 E
12/13/20,21:36:13,hispanic/latino(a),3 Non-Moving,E COVELL BL
12/14/20,10:41:00,asian,1 Moving,5TH ST
12/14/20,09:22:16,asian,1 Moving,5TH ST
12/15/20,09:30:16,hispanic/latino(a),3 Non-Moving,COLBY DR
12/15/20,21:56:14,hispanic/latino(a),2 Equipment,2ND ST
12/15/20,00:14:34,white,2 Equipment,J ST
12/15/20,15:45:00,white,1 Moving,E COVELL BL
12/15/20,15:57:01,white,2 Equipment,W COVELL BL
12/16/20,10:21:27,hispanic/latino(a),3 Non-Moving,W COVELL BL
12/16/20,10:25:17,white,1 Moving,E COVELL BL
12/16/20,07:40:13,white,1 Moving,MACE BL
12/16/20,15:09:55,white,1 Moving,F ST
12/16/20,09:42:45,hispanic/latino(a),1 Moving,MACE BL
12/16/20,10:27:22,white,1 Moving,MARKET AV
12/17/20,12:40:43,white,1 Moving,E COVELL BL
12/17/20,08:53:31,white,2 Equipment,L ST
12/17/20,03:44:54,white,1 Moving,E ST
12/17/20,11:39:22,white,1 Moving,B ST
12/17/20,08:27:23,white,1 Moving,L ST
12/17/20,10:05:43,asian,1 Moving,ANDERSON RD
12/17/20,10:53:46,white,2 Equipment,SHASTA DR
12/17/20,14:35:02,white,1 Moving,POLE LINE RD
12/17/20,02:30:04,mixed,2 Equipment,F ST
12/18/20,03:07:40,mixed,1 Moving,2ND ST
12/18/20,10:08:03,white,1 Moving,POLE LINE RD
12/18/20,03:07:40,white,1 Moving,2ND ST
12/19/20,22:25:39,white,1 Moving,E 8TH ST
12/20/20,21:59:21,asian,2 Equipment,E COVELL BL
12/20/20,23:07:20,white,2 Equipment,MACE BL
12/20/20,22:06:36,hispanic/latino(a),2 Equipment,POLE LINE RD
12/20/20,22:12:07,white,2 Equipment,E COVELL BL
12/20/20,23:02:23,white,2 Equipment,2ND ST
12/20/20,21:48:34,white,2 Equipment,ALHAMBRA DR
12/21/20,19:54:04,white,1 Moving,CHILES RD
12/22/20,00:54:14,white,1 Moving,2ND ST
12/23/20,17:52:58,white,1 Moving,COWELL BL
12/24/20,05:53:34,asian,1 Moving,E ST
12/28/20,12:25:58,white,2 Equipment,COWELL BL
12/28/20,11:15:17,asian,1 Moving,MACE BL
12/29/20,10:57:30,white,1 Moving,2ND ST
12/29/20,08:13:50,asian,1 Moving,MACE BL
12/29/20,19:18:04,white,1 Moving,COWELL BL
12/29/20,07:41:15,white,1 Moving,MACE BL
12/29/20,17:48:23,white,1 Moving,CHILES RD
12/29/20,11:45:09,asian,1 Moving,MACE BL
12/29/20,07:55:46,white,1 Moving,E COVELL BL
12/30/20,15:20:08,white,1 Moving,POLE LINE RD
12/30/20,07:44:33,white,1 Moving,2ND ST
12/30/20,09:22:34,middle eastern or south asian,1 Moving,ARTHUR ST
12/30/20,08:53:46,white,1 Moving,F ST
12/30/20,11:05:01,black/african american,1 Moving,4TH ST
12/30/20,11:33:42,hispanic/latino(a),1 Moving,E 8TH ST
12/31/20,13:33:08,white,1 Moving,ARTHUR ST
12/31/20,13:47:03,white,2 Equipment,ELMWOOD DR
12/31/20,01:38:49,white,1 Moving,3RD ST
12/31/20,07:53:54,hispanic/latino(a),1 Moving,W COVELL BL
12/31/20,14:02:42,white,1 Moving,W COVELL BL
12/31/20,08:58:44,black/african american,1 Moving,W COVELL BL
12/31/20,13:47:03,hispanic/latino(a),2 Equipment,ELMWOOD DR
12/31/20,13:47:51,white,1 Moving,ARTHUR ST
12/31/20,10:02:59,middle eastern or south asian,1 Moving,COWELL BL
12/31/20,09:10:02,black/african american,1 Moving,W COVELL BL
12/31/20,08:05:58,white,1 Moving,W COVELL BL
