,date,time,race,type,race perceived prior,experience,location,sunsettime,dusktime,mins_sunset,mins_dusk,mins_stop_time,mins_before_dusk,itp,dark
3271,2021-09-16 21:21:00,1900-01-01 21:21:00,white,1_Moving violation,No,,Hamilton Ave / Bell Marin keys,19:16:35,19:43:27,1157.0,1183.0,1281.0,-98.0,0,1
3272,2021-09-16 22:27:00,1900-01-01 22:27:00,white,2_Equipment violation,No,,Bell Marin keys / gallie,19:16:35,19:43:27,1157.0,1183.0,1347.0,-164.0,0,1
3273,2021-09-16 21:03:00,1900-01-01 21:03:00,black/african american,2_Equipment violation,No,,North bound 101 at Nave dr,19:16:35,19:43:27,1157.0,1183.0,1263.0,-80.0,1,1
3274,2021-09-16 20:08:00,1900-01-01 20:08:00,white,2_Equipment violation,No,,Miller Creek / round tree ,19:16:35,19:43:27,1157.0,1183.0,1208.0,-25.0,1,1
3275,2021-09-16 22:59:00,1900-01-01 22:59:00,white,,No,,200 Harbor dr,19:16:35,19:43:27,1157.0,1183.0,1379.0,-196.0,0,1
3283,2021-09-18 22:49:00,1900-01-01 22:49:00,white,1_Moving violation,No,4.0,Sb hwy 101 / Lucas valley rd,19:13:27,19:40:16,1153.0,1180.0,1369.0,-189.0,0,1
3284,2021-09-17 21:04:00,1900-01-01 21:04:00,black/african american,2_Equipment violation,No,,Marin city off ramp at bridge under pass,19:15:01,19:41:52,1155.0,1182.0,1264.0,-82.0,1,1
3285,2021-09-17 22:29:00,1900-01-01 22:29:00,hispanic/latino(a),2_Equipment violation,No,,Bridge at bridgewY,19:15:01,19:41:52,1155.0,1182.0,1349.0,-167.0,0,1
3286,2021-09-17 23:39:00,1900-01-01 23:39:00,black/african american,2_Equipment violation,No,,NB 101 at 131,19:15:01,19:41:52,1155.0,1182.0,1419.0,-237.0,0,1
3287,2021-09-19 22:21:00,1900-01-01 22:21:00,hispanic/latino(a),2_Equipment violation,No,1.0,"Redwood Hwy Frontage Rd, Tiburon Blvd",19:11:53,19:38:41,1152.0,1179.0,1341.0,-162.0,0,1
3291,2021-09-20 20:41:00,1900-01-01 20:41:00,white,1_Moving violation,No,3.0,Wolf grade @ Wolfe Glen Way,19:10:18,19:37:05,1150.0,1177.0,1241.0,-64.0,1,1
3292,2021-09-20 22:09:00,1900-01-01 22:09:00,white,1_Moving violation,No,3.0,Drake @ Wolfe Grade,19:10:18,19:37:05,1150.0,1177.0,1329.0,-152.0,0,1
3293,2021-09-20 23:25:00,1900-01-01 23:25:00,white,,Yes,1.0,Sir Francis Drake and Oak Manor Drive ,19:10:18,19:37:05,1150.0,1177.0,1405.0,-228.0,0,1
3297,2021-09-21 16:16:00,1900-01-01 16:16:00,white,2_Equipment violation,No,1.0,Donahue and SB Hwy 101 on ramp,19:08:44,19:35:30,1149.0,1176.0,976.0,200.0,0,0
3298,2021-09-21 19:56:00,1900-01-01 19:56:00,black/african american,1_Moving violation,No,15.0,SB101/Madera,19:08:44,19:35:30,1149.0,1176.0,1196.0,-20.0,1,1
3299,2021-09-21 19:59:00,1900-01-01 19:59:00,hispanic/latino(a),1_Moving violation,No,15.0,SB 101/Madera ,19:08:44,19:35:30,1149.0,1176.0,1199.0,-23.0,1,1
3300,2021-09-21 16:52:00,1900-01-01 16:52:00,white,1_Moving violation,Yes,1.0,Drake Ave and Buckelew St,19:08:44,19:35:30,1149.0,1176.0,1012.0,164.0,0,0
3301,2021-09-21 22:39:00,1900-01-01 22:39:00,white,1_Moving violation,No,3.0,Drake @ College ,19:08:44,19:35:30,1149.0,1176.0,1359.0,-183.0,0,1
3304,2021-09-22 22:21:00,1900-01-01 22:21:00,white,2_Equipment violation,No,5.0,100 shoreline hwy,19:07:10,19:33:55,1147.0,1174.0,1341.0,-167.0,0,1
3306,2021-09-22 23:04:00,1900-01-01 23:04:00,hispanic/latino(a),1_Moving violation,No,4.0,Northbound 101/Millercreek ,19:07:10,19:33:55,1147.0,1174.0,1384.0,-210.0,0,1
3307,2021-09-23 22:50:00,1900-01-01 22:50:00,hispanic/latino(a),1_Moving violation,No,16.0,00uthbound 101 at Freitas,19:05:35,19:32:21,1146.0,1172.0,1370.0,-198.0,0,1
3310,2021-09-23 15:53:00,1900-01-01 15:53:00,white,"3_Non-moving violation, including registration",No,0.0,Redwood Highway Frontage Rd/ Seminary Dr ,19:05:35,19:32:21,1146.0,1172.0,953.0,219.0,0,0
3311,2021-09-23 20:05:00,1900-01-01 20:05:00,white,1_Moving violation,No,15.0,Sir Francis Drake/Wolf Grade,19:05:35,19:32:21,1146.0,1172.0,1205.0,-33.0,1,1
3312,2021-09-23 22:18:00,1900-01-01 22:18:00,black/african american,"3_Non-moving violation, including registration",No,4.0,101n/tin blvd,19:05:35,19:32:21,1146.0,1172.0,1338.0,-166.0,0,1
3313,2021-09-23 22:40:00,1900-01-01 22:40:00,hispanic/latino(a),2_Equipment violation,No,0.0,NB 101 paradise dr,19:05:35,19:32:21,1146.0,1172.0,1360.0,-188.0,0,1
3314,2021-09-24 22:00:00,1900-01-01 22:00:00,white,1_Moving violation,No,,Hwy 101 on-ramp in Marin City,19:04:01,19:30:46,1144.0,1171.0,1320.0,-149.0,0,1
3315,2021-09-24 22:30:00,1900-01-01 22:30:00,black/african american,,Yes,,100 parking lot on Drake Ave,19:04:01,19:30:46,1144.0,1171.0,1350.0,-179.0,0,1
3316,2021-09-24 15:51:00,1900-01-01 15:51:00,white,2_Equipment violation,No,2.0,100 Donahue street ,19:04:01,19:30:46,1144.0,1171.0,951.0,220.0,0,0
3317,2021-09-24 22:58:00,1900-01-01 22:58:00,hispanic/latino(a),1_Moving violation,No,4.0,NB hwy 101 / nave dr,19:04:01,19:30:46,1144.0,1171.0,1378.0,-207.0,0,1
3318,2021-09-24 23:06:00,1900-01-01 23:06:00,white,2_Equipment violation,No,4.0,NB hwy 101 / nave dr,19:04:01,19:30:46,1144.0,1171.0,1386.0,-215.0,0,1
3321,2021-09-24 17:16:00,1900-01-01 17:16:00,white,1_Moving violation,No,17.0,Shoreline highway/ Petaluma point reyes,19:04:01,19:30:46,1144.0,1171.0,1036.0,135.0,0,0
3323,2021-09-25 15:41:00,1900-01-01 15:41:00,white,1_Moving violation,No,6.0,Point Reyes- Petaluma Rd/ Nicasio Valley Rd,19:02:28,19:29:12,1142.0,1169.0,941.0,228.0,0,0
3326,2021-09-26 15:56:00,1900-01-01 15:56:00,hispanic/latino(a),2_Equipment violation,No,0.0,Bolling Dr at Nave Dr,19:00:54,19:27:38,1141.0,1168.0,956.0,212.0,0,0
3327,2021-09-26 22:24:00,1900-01-01 22:24:00,white,1_Moving violation,No,15.0,Pt San Pedro/Manderly Rd,19:00:54,19:27:38,1141.0,1168.0,1344.0,-176.0,0,1
3328,2021-09-26 22:40:00,1900-01-01 22:40:00,hispanic/latino(a),1_Moving violation,No,7.0,131 Over,19:00:54,19:27:38,1141.0,1168.0,1360.0,-192.0,0,1
3329,2021-09-27 16:33:00,1900-01-01 16:33:00,white,2_Equipment violation,No,1.0,Shoreline and Tennessee Valley,18:59:20,19:26:05,1139.0,1166.0,993.0,173.0,0,0
3330,2021-09-27 20:13:00,1900-01-01 20:13:00,hispanic/latino(a),2_Equipment violation,No,3.0,Drake @ 101,18:59:20,19:26:05,1139.0,1166.0,1213.0,-47.0,1,1
3331,2021-09-27 23:16:00,1900-01-01 23:16:00,black/african american,2_Equipment violation,No,3.0,Drake @ Wolfe grade ,18:59:20,19:26:05,1139.0,1166.0,1396.0,-230.0,0,1
3333,2021-09-28 23:41:00,1900-01-01 23:41:00,white,1_Moving violation,No,0.0,101 S/B at Freitas Pkwy,18:57:47,19:24:32,1138.0,1165.0,1421.0,-256.0,0,1
3334,2021-09-28 15:04:00,1900-01-01 15:04:00,hispanic/latino(a),,Yes,6.0,100 drake ave,18:57:47,19:24:32,1138.0,1165.0,904.0,261.0,0,0
3335,2021-09-28 16:23:00,1900-01-01 16:23:00,black/african american,"3_Non-moving violation, including registration",Yes,1.0,Bridge and Bridget,18:57:47,19:24:32,1138.0,1165.0,983.0,182.0,0,0
3336,2021-09-28 17:39:00,1900-01-01 17:39:00,hispanic/latino(a),"3_Non-moving violation, including registration",No,1.0,Bridge and Bridgeway ,18:57:47,19:24:32,1138.0,1165.0,1059.0,106.0,1,0
3337,2021-09-28 20:54:00,1900-01-01 20:54:00,white,2_Equipment violation,No,1.0,SB Hwy 101 and Spencer ,18:57:47,19:24:32,1138.0,1165.0,1254.0,-89.0,1,1
3338,2021-09-28 22:41:00,1900-01-01 22:41:00,hispanic/latino(a),"3_Non-moving violation, including registration",No,1.0,Drake and Terrace ,18:57:47,19:24:32,1138.0,1165.0,1361.0,-196.0,0,1
3343,2021-09-29 20:47:00,1900-01-01 20:47:00,white,2_Equipment violation,No,,00uth Bound 101 at North San Pedro ,18:56:14,19:22:59,1136.0,1163.0,1247.0,-84.0,1,1
3344,2021-09-29 21:04:00,1900-01-01 21:04:00,white,2_Equipment violation,No,,Civic Center Drive at North San Pedro ,18:56:14,19:22:59,1136.0,1163.0,1264.0,-101.0,1,1
3349,2021-09-30 17:44:00,1900-01-01 17:44:00,hispanic/latino(a),1_Moving violation,No,18.0,4000 civic center ,18:54:42,19:21:26,1135.0,1161.0,1064.0,97.0,1,0
3350,2021-09-30 23:57:00,1900-01-01 23:57:00,white,2_Equipment violation,No,0.0,Red Hill Ave/ Sir Francis Drake Blvd ,18:54:42,19:21:26,1135.0,1161.0,1437.0,-276.0,0,1
3351,2021-09-30 20:56:00,1900-01-01 20:56:00,white,1_Moving violation,No,2.0,24800 Shoreline Highway,18:54:42,19:21:26,1135.0,1161.0,1256.0,-95.0,1,1
3353,2021-10-01 23:24:00,1900-01-01 23:24:00,middle eastern or south asian,2_Equipment violation,No,,00uth Bound 101 at Ignacio,18:53:09,19:19:54,1133.0,1160.0,1404.0,-244.0,0,1
3354,2021-09-30 23:12:00,1900-01-01 23:12:00,asian,2_Equipment violation,No,,Bel Marin Keys at Hamilton Dr,18:54:42,19:21:26,1135.0,1161.0,1392.0,-231.0,0,1
3360,2021-10-01 21:06:00,1900-01-01 21:06:00,black/african american,2_Equipment violation,No,4.0,101s/Lucas valley,18:53:09,19:19:54,1133.0,1160.0,1266.0,-106.0,1,1
3361,2021-10-01 21:22:00,1900-01-01 21:22:00,hispanic/latino(a),"3_Non-moving violation, including registration",No,4.0,101n/Ignacio ,18:53:09,19:19:54,1133.0,1160.0,1282.0,-122.0,0,1
3362,2021-10-01 22:43:00,1900-01-01 22:43:00,black/african american,"3_Non-moving violation, including registration",Yes,1.0,580 Redwood Hwy Frontage Rd,18:53:09,19:19:54,1133.0,1160.0,1363.0,-203.0,0,1
3364,2021-09-30 22:25:00,1900-01-01 22:25:00,white,,No,0.0,47 N Knoll Rd,18:54:42,19:21:26,1135.0,1161.0,1345.0,-184.0,0,1
3365,2021-09-30 23:45:00,1900-01-01 23:45:00,black/african american,,No,0.0,79 Cole dr,18:54:42,19:21:26,1135.0,1161.0,1425.0,-264.0,0,1
3378,2021-10-02 23:29:00,1900-01-01 23:29:00,white,,No,,NB 101 at Ignacio ,18:51:37,19:18:23,1132.0,1158.0,1409.0,-251.0,0,1
3379,2021-10-03 20:30:00,1900-01-01 20:30:00,white,,No,,1500 Armstrong ,18:50:06,19:16:52,1130.0,1157.0,1230.0,-73.0,1,1
3380,2021-10-02 23:19:00,1900-01-01 23:19:00,white,2_Equipment violation,No,,00uth bound 101 at 580,18:51:37,19:18:23,1132.0,1158.0,1399.0,-241.0,0,1
3383,2021-10-03 16:10:00,1900-01-01 16:10:00,white,1_Moving violation,No,1.0,Los Ranchitos Rd at Circle Rd. ,18:50:06,19:16:52,1130.0,1157.0,970.0,187.0,0,0
3384,2021-10-03 15:15:00,1900-01-01 15:15:00,middle eastern or south asian,,No,1.0,1 Avenue of the Flags ,18:50:06,19:16:52,1130.0,1157.0,915.0,242.0,0,0
3385,2021-10-03 20:25:00,1900-01-01 20:25:00,white,1_Moving violation,No,3.0,Tam Junction ,18:50:06,19:16:52,1130.0,1157.0,1225.0,-68.0,1,1
3388,2021-10-05 22:25:00,1900-01-01 22:25:00,hispanic/latino(a),"3_Non-moving violation, including registration",No,0.0,Redwood Highway Frontage/ Belvedere Dr ,18:47:04,19:13:52,1127.0,1154.0,1345.0,-191.0,0,1
3389,2021-10-03 23:59:00,1900-01-01 23:59:00,white,2_Equipment violation,No,0.0,E Strawberry Dr/ Ricardo Ln,18:50:06,19:16:52,1130.0,1157.0,1439.0,-282.0,0,1
3396,2021-10-04 17:54:00,1900-01-01 17:54:00,black/african american,"3_Non-moving violation, including registration",No,1.0,Bridge and Bridgeway ,18:48:35,19:15:22,1129.0,1155.0,1074.0,81.0,1,0
3397,2021-10-04 20:00:00,1900-01-01 20:00:00,white,,No,3.0,1500 Armstrong ,18:48:35,19:15:22,1129.0,1155.0,1200.0,-45.0,1,1
3398,2021-10-04 21:20:00,1900-01-01 21:20:00,white,2_Equipment violation,No,3.0,Sb 101 @ ADP,18:48:35,19:15:22,1129.0,1155.0,1280.0,-125.0,0,1
3404,2021-10-05 21:46:00,1900-01-01 21:46:00,hispanic/latino(a),1_Moving violation,No,2.0,Sb 101 @ Freitas ,18:47:04,19:13:52,1127.0,1154.0,1306.0,-152.0,0,1
3405,2021-10-05 23:06:00,1900-01-01 23:06:00,middle eastern or south asian,1_Moving violation,No,15.0,Sb101/Sir Francis Drake ,18:47:04,19:13:52,1127.0,1154.0,1386.0,-232.0,0,1
3407,2021-10-06 17:03:00,1900-01-01 17:03:00,white,1_Moving violation,Yes,1.0,Ricardo and Seminary ,18:45:34,19:12:23,1126.0,1152.0,1023.0,129.0,0,0
3413,2021-10-07 21:54:00,1900-01-01 21:54:00,black/african american,"3_Non-moving violation, including registration",No,1.0,NB 101 and Seminary Off Ramp ,18:44:04,19:10:54,1124.0,1151.0,1314.0,-163.0,0,1
3421,2021-10-08 15:13:00,1900-01-01 15:13:00,black/african american,"3_Non-moving violation, including registration",Yes,1.0,Drake Ave and Donahue St,18:42:35,19:09:26,1123.0,1149.0,913.0,236.0,0,0
3422,2021-10-08 16:47:00,1900-01-01 16:47:00,black/african american,"3_Non-moving violation, including registration",No,1.0,"NB Hwy 101, Marin City On ramp ",18:42:35,19:09:26,1123.0,1149.0,1007.0,142.0,0,0
3423,2021-10-08 16:32:00,1900-01-01 16:32:00,white,2_Equipment violation,No,,100 Shoreline Hwy,18:42:35,19:09:26,1123.0,1149.0,992.0,157.0,0,0
3425,2021-10-08 22:09:00,1900-01-01 22:09:00,white,2_Equipment violation,No,4.0,NB hwy 101 / Rowland blvd,18:42:35,19:09:26,1123.0,1149.0,1329.0,-180.0,0,1
3428,2021-10-09 23:40:00,1900-01-01 23:40:00,black/african american,"3_Non-moving violation, including registration",No,5.0,101n/seminary,18:41:07,19:07:59,1121.0,1148.0,1420.0,-272.0,0,1
3433,2021-10-10 15:47:00,1900-01-01 15:47:00,white,1_Moving violation,No,2.0,Idyberry Rd/ Juniperberry Dr,18:39:39,19:06:33,1120.0,1147.0,947.0,200.0,0,0
3434,2021-10-10 20:24:00,1900-01-01 20:24:00,hispanic/latino(a),2_Equipment violation,No,2.0,Nb 101 at Freitas ,18:39:39,19:06:33,1120.0,1147.0,1224.0,-77.0,1,1
3435,2021-10-10 21:49:00,1900-01-01 21:49:00,white,"3_Non-moving violation, including registration",No,5.0,100 e sir Francis drake,18:39:39,19:06:33,1120.0,1147.0,1309.0,-162.0,0,1
3436,2021-10-10 22:16:00,1900-01-01 22:16:00,hispanic/latino(a),1_Moving violation,No,2.0,Nb 101 @ Freitas ,18:39:39,19:06:33,1120.0,1147.0,1336.0,-189.0,0,1
3437,2021-10-10 23:58:00,1900-01-01 23:58:00,hispanic/latino(a),2_Equipment violation,No,2.0,100 N San Pedro road ,18:39:39,19:06:33,1120.0,1147.0,1438.0,-291.0,0,1
3442,2021-10-11 16:18:00,1900-01-01 16:18:00,black/african american,,Yes,1.0,200 Drake Avenue ,18:38:11,19:05:07,1118.0,1145.0,978.0,167.0,0,0
3443,2021-10-11 20:06:00,1900-01-01 20:06:00,hispanic/latino(a),2_Equipment violation,No,1.0,15 Shoreline Hwy ,18:38:11,19:05:07,1118.0,1145.0,1206.0,-61.0,1,1
3444,2021-10-11 22:27:00,1900-01-01 22:27:00,white,"3_Non-moving violation, including registration",No,0.0,Sir Francis Drake Blvd/ Suffield Ave ,18:38:11,19:05:07,1118.0,1145.0,1347.0,-202.0,0,1
3445,2021-10-11 22:37:00,1900-01-01 22:37:00,white,"3_Non-moving violation, including registration",No,0.0,Sir Francis Drake Blvd / Oak Manor Dr ,18:38:11,19:05:07,1118.0,1145.0,1357.0,-212.0,0,1
3446,2021-10-12 22:47:00,1900-01-01 22:47:00,white,"3_Non-moving violation, including registration",No,0.0,Sir Francis Drake Blvd/ Glenn Rd ,18:36:45,19:03:42,1117.0,1144.0,1367.0,-223.0,0,1
3448,2021-10-12 17:28:00,1900-01-01 17:28:00,black/african american,2_Equipment violation,No,1.0,Pacheco St at Drake Ave,18:36:45,19:03:42,1117.0,1144.0,1048.0,96.0,1,0
3449,2021-10-12 20:25:00,1900-01-01 20:25:00,black/african american,2_Equipment violation,No,7.0,E SFD / Larkspur Landing,18:36:45,19:03:42,1117.0,1144.0,1225.0,-81.0,1,1
3450,2021-10-12 20:30:00,1900-01-01 20:30:00,black/african american,2_Equipment violation,No,2.0,Sb 101 @ Marinwood,18:36:45,19:03:42,1117.0,1144.0,1230.0,-86.0,1,1
3451,2021-10-12 21:07:00,1900-01-01 21:07:00,white,2_Equipment violation,No,1.0,Shoreline HWY at Tennessee Valley Rd. ,18:36:45,19:03:42,1117.0,1144.0,1267.0,-123.0,1,1
3452,2021-10-12 22:07:00,1900-01-01 22:07:00,middle eastern or south asian,2_Equipment violation,No,1.0,W/B on HWY 131 Overpass,18:36:45,19:03:42,1117.0,1144.0,1327.0,-183.0,0,1
3462,2021-10-13 21:01:00,1900-01-01 21:01:00,white,,Yes,4.0,100 Marinwood Ave,18:35:19,19:02:18,1115.0,1142.0,1261.0,-119.0,1,1
3463,2021-10-13 21:01:00,1900-01-01 21:01:00,white,,Yes,4.0,100 Marinwood Ave,18:35:19,19:02:18,1115.0,1142.0,1261.0,-119.0,1,1
3464,2021-10-13 21:35:00,1900-01-01 21:35:00,white,1_Moving violation,No,2.0,3800 Shoreline Highway,18:35:19,19:02:18,1115.0,1142.0,1295.0,-153.0,0,1
3465,2021-10-13 21:53:00,1900-01-01 21:53:00,hispanic/latino(a),2_Equipment violation,No,4.0,Hwy 101/MTF,18:35:19,19:02:18,1115.0,1142.0,1313.0,-171.0,0,1
3466,2021-10-13 21:27:00,1900-01-01 21:27:00,white,2_Equipment violation,No,6.0,NB 101 And Atherton,18:35:19,19:02:18,1115.0,1142.0,1287.0,-145.0,0,1
3467,2021-10-13 23:11:00,1900-01-01 23:11:00,hispanic/latino(a),2_Equipment violation,No,6.0,NB 101 and DE LONG,18:35:19,19:02:18,1115.0,1142.0,1391.0,-249.0,0,1
3468,2021-10-13 23:49:00,1900-01-01 23:49:00,black/african american,2_Equipment violation,No,5.0,N bridge/bridgeway,18:35:19,19:02:18,1115.0,1142.0,1429.0,-287.0,0,1
3472,2021-10-14 22:17:00,1900-01-01 22:17:00,black/african american,2_Equipment violation,No,,1 De Silva Island,18:33:54,19:00:55,1114.0,1141.0,1337.0,-196.0,0,1
3473,2021-10-14 23:07:00,1900-01-01 23:07:00,asian,2_Equipment violation,No,,Gateway shopping center,18:33:54,19:00:55,1114.0,1141.0,1387.0,-246.0,0,1
3474,2021-10-14 15:34:00,1900-01-01 15:34:00,black/african american,2_Equipment violation,No,,800 East Blithedale ,18:33:54,19:00:55,1114.0,1141.0,934.0,207.0,0,0
3475,2021-10-15 17:51:00,1900-01-01 17:51:00,white,2_Equipment violation,No,18.0,300 Ignacio ,18:32:30,18:59:32,1112.0,1140.0,1071.0,69.0,1,0
3476,2021-10-15 22:12:00,1900-01-01 22:12:00,white,1_Moving violation,No,7.0,200 bin air rd,18:32:30,18:59:32,1112.0,1140.0,1332.0,-192.0,0,1
3477,2021-10-15 22:00:00,1900-01-01 22:00:00,black/african american,"3_Non-moving violation, including registration",No,7.0,NB 101 @ Seminary ,18:32:30,18:59:32,1112.0,1140.0,1320.0,-180.0,0,1
3478,2021-10-15 22:37:00,1900-01-01 22:37:00,hispanic/latino(a),,No,15.0,Nicasio Valley Rd @ Old Racheria Rd,18:32:30,18:59:32,1112.0,1140.0,1357.0,-217.0,0,1
3484,2021-10-16 22:47:00,1900-01-01 22:47:00,white,2_Equipment violation,No,,Highway 101 00uth Rodeo drive off ramp ,18:31:06,18:58:11,1111.0,1138.0,1367.0,-229.0,0,1
3486,2021-10-16 21:07:00,1900-01-01 21:07:00,white,2_Equipment violation,No,4.0,Northbound 101/Tiburon blvd ,18:31:06,18:58:11,1111.0,1138.0,1267.0,-129.0,1,1
3487,2021-10-16 21:07:00,1900-01-01 21:07:00,hispanic/latino(a),,No,4.0,Northbound 101/Tiburon blvd ,18:31:06,18:58:11,1111.0,1138.0,1267.0,-129.0,1,1
3491,2021-10-17 15:20:00,1900-01-01 15:20:00,hispanic/latino(a),1_Moving violation,No,2.0,NB 101/ Nave Dr,18:29:43,18:56:51,1110.0,1137.0,920.0,217.0,0,0
3492,2021-10-17 22:52:00,1900-01-01 22:52:00,white,2_Equipment violation,Yes,4.0,300 alameda del Prado ,18:29:43,18:56:51,1110.0,1137.0,1372.0,-235.0,0,1
3496,2021-10-17 23:51:00,1900-01-01 23:51:00,white,1_Moving violation,No,2.0,3800 Shoreline Highway ,18:29:43,18:56:51,1110.0,1137.0,1431.0,-294.0,0,1
3497,2021-10-18 22:18:00,1900-01-01 22:18:00,hispanic/latino(a),2_Equipment violation,No,2.0,200 N San Pedro road ,18:28:22,18:55:31,1108.0,1136.0,1338.0,-202.0,0,1
3498,2021-10-18 23:01:00,1900-01-01 23:01:00,black/african american,2_Equipment violation,No,2.0,Nb 101 @ marinwood,18:28:22,18:55:31,1108.0,1136.0,1381.0,-245.0,0,1
3499,2021-10-18 23:17:00,1900-01-01 23:17:00,white,2_Equipment violation,No,4.0,800 Atherton ave ,18:28:22,18:55:31,1108.0,1136.0,1397.0,-261.0,0,1
3502,2021-10-19 23:10:00,1900-01-01 23:10:00,white,1_Moving violation,Yes,12.0,1bridge,18:27:01,18:54:13,1107.0,1134.0,1390.0,-256.0,0,1
3503,2021-10-19 19:30:00,1900-01-01 19:30:00,asian,2_Equipment violation,No,1.0,Redwood HWY Frontage Rd at Central Dr,18:27:01,18:54:13,1107.0,1134.0,1170.0,-36.0,1,1
3504,2021-10-19 19:50:00,1900-01-01 19:50:00,white,2_Equipment violation,No,1.0,Bridge Blvd at Bridgeway ,18:27:01,18:54:13,1107.0,1134.0,1190.0,-56.0,1,1
3505,2021-10-19 20:39:00,1900-01-01 20:39:00,white,2_Equipment violation,No,4.0,400 bel Marin keys ,18:27:01,18:54:13,1107.0,1134.0,1239.0,-105.0,1,1
3507,2021-10-20 19:54:00,1900-01-01 19:54:00,white,1_Moving violation,No,6.0,3500 Shoreline Hwy ,18:25:41,18:52:55,1106.0,1133.0,1194.0,-61.0,1,1
3508,2021-10-20 23:17:00,1900-01-01 23:17:00,hispanic/latino(a),2_Equipment violation,No,4.0,100 bel Marin keys blvd ,18:25:41,18:52:55,1106.0,1133.0,1397.0,-264.0,0,1
3517,2021-10-21 17:09:00,1900-01-01 17:09:00,white,1_Moving violation,No,18.0,HWY 101 / Rowland blvd,18:24:22,18:51:39,1104.0,1132.0,1029.0,103.0,0,0
3518,2021-10-21 20:12:00,1900-01-01 20:12:00,white,2_Equipment violation,No,,Civic Center Drive / Merrydale Drive,18:24:22,18:51:39,1104.0,1132.0,1212.0,-80.0,1,1
3519,2021-10-21 20:47:00,1900-01-01 20:47:00,hispanic/latino(a),1_Moving violation,No,,Circle Rd / los Ranchitos Rd,18:24:22,18:51:39,1104.0,1132.0,1247.0,-115.0,1,1
3520,2021-10-21 23:59:00,1900-01-01 23:59:00,white,2_Equipment violation,No,5.0,Sb101/no name ,18:24:22,18:51:39,1104.0,1132.0,1439.0,-307.0,0,1
3525,2021-10-22 16:55:00,1900-01-01 16:55:00,white,2_Equipment violation,No,,4000 Bridgeway ,18:23:04,18:50:23,1103.0,1130.0,1015.0,115.0,0,0
3526,2021-10-22 16:00:00,1900-01-01 16:00:00,hispanic/latino(a),"3_Non-moving violation, including registration",No,1.0,Bridge and Bridgeway ,18:23:04,18:50:23,1103.0,1130.0,960.0,170.0,0,0
3527,2021-10-22 19:24:00,1900-01-01 19:24:00,white,"3_Non-moving violation, including registration",No,,Mission Ave at centers San Rafael off ramp,18:23:04,18:50:23,1103.0,1130.0,1164.0,-34.0,1,1
3528,2021-10-17 19:24:00,1900-01-01 19:24:00,white,"3_Non-moving violation, including registration",No,,Mission Ave at central San Rafael off ramp,18:29:43,18:56:51,1110.0,1137.0,1164.0,-27.0,1,1
3529,2021-10-22 20:11:00,1900-01-01 20:11:00,white,,No,,Avenue of the flags at civic Center Drive ,18:23:04,18:50:23,1103.0,1130.0,1211.0,-81.0,1,1
3530,2021-10-23 20:35:00,1900-01-01 20:35:00,white,"3_Non-moving violation, including registration",No,,700 Appleberry Drive ,18:21:47,18:49:09,1102.0,1129.0,1235.0,-106.0,1,1
3531,2021-10-22 22:42:00,1900-01-01 22:42:00,hispanic/latino(a),"3_Non-moving violation, including registration",No,,00uth bound 101@ north San Pedro ,18:23:04,18:50:23,1103.0,1130.0,1362.0,-232.0,0,1
3534,2021-10-23 16:34:00,1900-01-01 16:34:00,white,2_Equipment violation,No,,194 Donahue st,18:21:47,18:49:09,1102.0,1129.0,994.0,135.0,0,0
3538,2021-10-25 20:38:00,1900-01-01 20:38:00,white,1_Moving violation,No,3.0,800 Sir Francis Drake ,18:19:17,18:46:45,1099.0,1127.0,1238.0,-111.0,1,1
3539,2021-10-25 22:20:00,1900-01-01 22:20:00,white,,No,7.0,1 Peter Behr Drive ,18:19:17,18:46:45,1099.0,1127.0,1340.0,-213.0,0,1
3540,2021-10-25 21:15:00,1900-01-01 21:15:00,hispanic/latino(a),,No,7.0,2000 Point San Pedro,18:19:17,18:46:45,1099.0,1127.0,1275.0,-148.0,0,1
3541,2021-10-25 22:56:00,1900-01-01 22:56:00,white,2_Equipment violation,No,1.0,HWY 1 at Tennessee Valley Rd. ,18:19:17,18:46:45,1099.0,1127.0,1376.0,-249.0,0,1
3545,2021-10-25 22:55:00,1900-01-01 22:55:00,hispanic/latino(a),2_Equipment violation,No,4.0,200 Atherton avenue ,18:19:17,18:46:45,1099.0,1127.0,1375.0,-248.0,0,1
3552,2021-10-27 16:49:00,1900-01-01 16:49:00,black/african american,1_Moving violation,No,,11 drake ave,18:16:51,18:44:25,1097.0,1124.0,1009.0,115.0,0,0
3554,2021-10-27 16:07:00,1900-01-01 16:07:00,hispanic/latino(a),"3_Non-moving violation, including registration",No,1.0,NB 101 at Seminary Exit ,18:16:51,18:44:25,1097.0,1124.0,967.0,157.0,0,0
3555,2021-10-27 20:20:00,1900-01-01 20:20:00,white,1_Moving violation,No,3.0,600 Redwood Highway Frontage Rd,18:16:51,18:44:25,1097.0,1124.0,1220.0,-96.0,1,1
3556,2021-10-27 20:53:00,1900-01-01 20:53:00,white,1_Moving violation,No,5.0,10 shoreline,18:16:51,18:44:25,1097.0,1124.0,1253.0,-129.0,1,1
3557,2021-10-27 23:50:00,1900-01-01 23:50:00,hispanic/latino(a),1_Moving violation,No,5.0,101n/paradise,18:16:51,18:44:25,1097.0,1124.0,1430.0,-306.0,0,1
